artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist_count
CPM 22,CPM22 - 20 Anos,Tarde De Outubro,138453,False,0.478,0.949,6,-3.936,0,0.0611,0.000416,0.0,0.0955,0.601,89.666,4,emo,1
Royal Headache,Royal Headache,Never Again,129639,False,0.176,0.753,0,-5.754,1,0.044,1.07e-05,0.839,0.199,0.47,102.101,4,garage,1
Boris Brejcha,Mein Wahres Ich,My Love,451869,False,0.798,0.767,0,-8.73,1,0.0355,0.00681,0.823,0.11,0.368,127.996,4,minimal-techno,1
Chubby Checker,It's Pony Time/Let's Twist Again,Let's Twist Again,137360,False,0.604,0.709,8,-6.377,1,0.158,0.0987,0.0,0.0551,0.907,167.832,4,rock-n-roll,1
Cigarettes After Sex,Cry,Kiss It Off Me,269933,True,0.521,0.298,4,-12.474,1,0.026,0.754,0.46,0.11,0.232,80.388,4,ambient,1
Vou pro Sereno,A Força do Nosso Som (Ao Vivo),Chegamos ao Fim / Fim da Tristeza / Além do Meu Querer - Ao Vivo,265570,False,0.316,0.802,9,-7.545,1,0.0485,0.604,1.04e-05,0.893,0.684,87.638,4,pagode,1
Anupam Roy,"Shohage Adore (From ""Belashuru"")","Shohage Adore (From ""Belashuru"")",333157,False,0.659,0.321,7,-11.66,1,0.0287,0.629,0.00108,0.153,0.242,113.952,4,songwriter,1
KLOUD;Gabriel Paris,LOVE ME,LOVE ME,204705,False,0.587,0.902,8,-2.506,1,0.049,0.0336,0.000112,0.1,0.0878,102.029,4,club,2
Giacomo Puccini;Nicolai Ghiaurov;Gianni Maffeo;Berliner Philharmoniker;Herbert von Karajan,Puccini: La Bohème,"La bohème, SC 67 / Act 4: ""Vecchia zimarra, senti""",151733,False,0.264,0.106,1,-25.123,0,0.059,0.943,0.0434,0.539,0.0621,79.281,4,opera,5
Party Animals,Greatest Hits & Underground Anthems,Party Hard - Flamman & Abraxas Radio Mix,176200,False,0.494,0.914,10,-4.279,0,0.0391,0.00092,0.545,0.189,0.363,171.656,4,happy,1
Germaine Franco,Encanto (Trilha Sonora Original em Português),Breakfast Questions,85866,False,0.499,0.108,7,-23.37,1,0.0554,0.887,0.911,0.1,0.121,127.368,4,disney,1
Glenn Underground,Silent,Abstracts,550826,False,0.808,0.384,10,-14.335,0,0.134,0.345,0.722,0.0381,0.923,120.006,4,chicago-house,1
Alka Yagnik;Kumar Sanu,Bollywood Melody Queen (Alka Yagnik),"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")",474653,False,0.613,0.696,8,-9.486,0,0.0504,0.136,0.00222,0.053,0.874,122.056,4,k-pop,2
SNAP!,The Madman's Return,Rhythm Is a Dancer,332229,False,0.757,0.652,9,-14.916,0,0.0333,0.214,0.257,0.0903,0.862,124.369,4,german,1
MC Virgins,Forever Virgins,Forever Virgins,159500,True,0.76,0.489,1,-14.288,1,0.108,0.507,0.0,0.181,0.884,92.99,4,sad,1
Javier Vásquez,Mi Historia,Salud,221952,False,0.868,0.584,5,-6.386,0,0.077,0.37,6.86e-06,0.205,0.936,97.472,4,salsa,1
When In Rome,80s Bangers Vol. 2,The Promise,220960,False,0.629,0.876,0,-10.141,1,0.0444,0.0864,7.68e-05,0.0431,0.359,118.011,4,synth-pop,1
Jay Chou,最偉大的作品,紅顏如霜,257105,False,0.704,0.599,10,-8.938,1,0.035,0.674,0.000801,0.233,0.298,140.023,4,mandopop,1
Elvis Presley,Platinum - A Life In Music,Don't Be Cruel,121960,False,0.678,0.494,2,-12.941,1,0.17,0.78,0.0,0.0737,0.803,84.398,4,rock-n-roll,1
Jackie Wilson,Higher And Higher,(Your Love Keeps Lifting Me) Higher & Higher,179120,False,0.634,0.677,2,-7.19,1,0.0448,0.318,0.0,0.0902,0.939,95.792,4,disco,1
Jota Quest;Marcelo Falcão,Acústico Jota Quest,Você Precisa de Alguém (feat. Marcelo Falcão) - Acústico,246464,False,0.666,0.665,9,-8.448,0,0.0322,0.16,0.0,0.957,0.548,114.039,4,r-n-b,2
Vitinho Imperador;Brisa Star,Piseiro com Balada,Piseiro com Balada,212432,False,0.758,0.924,2,-3.724,1,0.0346,0.176,2.23e-05,0.0719,0.912,148.033,4,forro,2
João Gilberto,Masters of Jazz Presents João Gilberto (1958 - 1962 Essential Works),Meditaçao,106733,False,0.344,0.236,6,-13.908,0,0.032,0.891,0.0,0.145,0.386,156.617,4,guitar,1
Total Jerks,Fear,Depresi,65664,False,0.346,0.998,11,-2.866,0,0.224,0.000194,0.884,0.189,0.309,171.865,4,hardcore,1
Alberto Castillo,Alberto Castillo - Asi se baila el tango,Muñeca brava,175386,False,0.645,0.285,4,-12.609,1,0.225,0.93,1.5e-05,0.147,0.727,127.952,4,tango,1
SMASH Cast;Megan Hilty;Henry Stram;Phillip Spaeth;Wesley Taylor,BOMBSHELL,"Dig Deep (SMASH Cast Version) (feat. Megan Hilty, Henry Stram, Phillip Spaeth & Wesley Taylor)",156400,False,0.44,0.457,8,-7.237,1,0.34,0.522,0.0,0.0602,0.608,61.898,3,show-tunes,5
Nico Santos,Nico Santos,Play With Fire,213933,False,0.691,0.864,5,-2.779,0,0.065,0.353,0.0,0.0483,0.555,82.977,4,german,1
Belchior,Pequeno mapa do tempo: Belchior 70 anos,Medo de avião,147480,False,0.463,0.644,7,-7.75,1,0.0289,0.241,0.0,0.481,0.547,86.219,4,samba,1
Zeki Müren,Hayat Öpücüğü,Beklenen Şarkı,202800,False,0.387,0.661,9,-12.739,0,0.27,0.379,0.00401,0.39,0.559,173.074,3,j-rock,1
RK,Balboa,Balboa,148386,True,0.785,0.662,4,-7.463,0,0.391,0.222,2.48e-06,0.285,0.483,146.101,4,french,1
Marin Mazzie;Peter Friedman;Mark Jacoby;Rod Campbell;Duane Martin Foster,Ragtime: The Musical (Original Broadway Cast Recording),Journey On,253333,False,0.521,0.375,11,-11.233,1,0.0529,0.9,5.49e-05,0.16,0.427,99.942,4,show-tunes,5
Henrik Janson,Classical Baby Sleep Music,Ave Maria by Schubert,227250,False,0.48,0.146,10,-12.876,1,0.0557,0.976,0.899,0.111,0.286,179.397,3,guitar,1
Camilo;Pedro Capó,Tutu,Tutu,178613,False,0.731,0.832,9,-2.592,1,0.0503,0.273,0.0,0.0665,0.94,146.013,4,reggaeton,2
Aimer,オアイコ,オアイコ,234541,False,0.64,0.718,1,-5.088,1,0.0649,0.0629,0.0,0.0946,0.735,92.989,4,anime,1
Babe Rainbow,Today,Something New,193251,False,0.629,0.597,11,-10.571,1,0.0273,0.148,0.0344,0.531,0.737,87.847,4,psych-rock,1
Sujatha,Mozhi,Katrin Mozhi,352666,False,0.553,0.643,8,-9.705,1,0.0348,0.561,0.00886,0.0757,0.306,81.001,4,malay,1
Caravan Palace,<I°_°I>,Aftermath,185869,False,0.614,0.663,8,-7.105,1,0.0406,0.23,0.00328,0.297,0.403,140.015,4,jazz,1
Kojo Funds;Wizkid,I Like (feat. WizKid),I Like (feat. WizKid),192784,False,0.496,0.833,5,-3.398,1,0.287,0.268,0.0,0.0858,0.63,134.944,5,dancehall,2
Secret Agent 23 Skidoo,Easy,Have Fun,186946,False,0.875,0.834,11,-7.307,0,0.314,0.399,0.0,0.267,0.709,104.583,4,kids,1
Deborah de Luca,I Go Out,I Go Out - 2020 Rework,380624,False,0.755,0.777,6,-6.724,1,0.053,0.00734,0.177,0.0978,0.0931,128.015,4,techno,1
Four Tops,Christmas Faves 2022,Little Drummer Boy,465573,False,0.715,0.782,1,-7.787,1,0.0391,0.0418,0.0228,0.233,0.623,120.068,4,soul,1
Mercyful Fate,The Beginning,Devil Eyes,352333,False,0.402,0.758,0,-12.155,1,0.0354,0.0162,0.00701,0.0842,0.726,131.788,4,death-metal,1
Devin Kennedy,SunDayDreams,Hurt U,172493,False,0.678,0.558,2,-8.235,1,0.0526,0.573,0.0,0.105,0.574,147.98,4,chill,1
Stevie Wonder,12 Days of Christmas 2022,What Christmas Means To Me,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,soul,1
Pyotr Ilyich Tchaikovsky;National Philharmonic Orchestra;Richard Bonynge,Classical Running,"Swan Lake, Op. 20, TH.12 / Act 3: No. 21 Danse espagnole (Allegro non troppo. Tempo di bolero)",173560,False,0.397,0.213,6,-19.174,0,0.0303,0.597,0.0596,0.196,0.506,107.562,3,classical,3
Sumo,Llegando Los Monos,El Ojo Blindado,134173,False,0.192,0.894,2,-7.136,1,0.0421,3.42e-06,0.0028,0.025,0.67,194.458,4,punk,1
Nirvana,MTV Unplugged In New York,The Man Who Sold The World,261093,False,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,grunge,1
Legião Urbana,Legião Urbana,A Dança,242000,False,0.759,0.389,11,-13.917,0,0.0648,0.00171,0.00175,0.1,0.68,136.059,4,mpb,1
Einmusik,Wormhole,Wormhole,437953,False,0.804,0.845,1,-9.102,0,0.0589,0.000546,0.916,0.096,0.0372,124.011,4,techno,1
Pixel Terror;EMELINE,Chroma,Chroma,172000,False,0.574,0.737,5,-4.946,1,0.142,0.0768,0.0,0.145,0.343,149.955,4,dubstep,2
Elliott Trent,Into the Night,One Friend,153027,True,0.682,0.491,2,-8.095,0,0.0431,0.634,0.0,0.124,0.324,139.844,4,chill,1
Cachorro Grande,Pista Livre,Você Não Sabe o Que Perdeu,167026,False,0.501,0.94,7,-5.393,1,0.0451,0.000145,0.000212,0.344,0.835,136.525,4,punk,1
BCX,Miracle In The Middle Of My Heart,Miracle In The Middle Of My Heart - Original Mix,254571,False,0.752,0.699,10,-6.885,1,0.0278,0.278,0.0115,0.111,0.242,114.978,4,deep-house,1
李炳文,關不掉的聲音,昨夜的渡輪上,220840,False,0.554,0.345,6,-10.199,0,0.0268,0.749,0.0,0.11,0.168,107.625,4,mandopop,1
DOES,DOES,紅蓮,243000,False,0.428,0.931,1,-2.628,0,0.05,5.82e-06,1.5e-06,0.0746,0.575,93.984,4,j-pop,1
AC/DC,The Razors Edge,Moneytalks,225946,False,0.649,0.903,7,-3.677,1,0.0318,0.000841,0.000351,0.122,0.412,121.841,4,hard-rock,1
Juan D'Arienzo;Héctor Mauré,Pensalo bien,Amarras,208760,False,0.569,0.368,2,-7.004,1,0.0487,0.99,0.15,0.315,0.638,123.181,4,tango,2
Imagine Dragons,Halloween Party 2022,Demons,177506,False,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4,rock,1
Glee Cast,Glee LGBTQIA+ Pride,It's All Coming Back To Me Now (Glee Cast Version),322933,False,0.269,0.516,0,-7.361,1,0.0366,0.406,0.0,0.117,0.341,178.174,4,club,1
DJ Snake;Bipolar Sunshine,Mientras hago aromaterapia,Middle,220746,False,0.585,0.73,1,-4.038,0,0.0406,0.0171,0.0,0.0488,0.222,104.824,4,electronic,2
Belo,Belo Ao Vivo,Momentos / Tempo De Aprender - Live From Brazil / 2001,269866,False,0.386,0.676,2,-7.628,1,0.0438,0.575,0.0,0.97,0.631,140.038,4,pagode,1
Charlie Brown Jr.;Negra Li,A Arte De Charlie Brown Jr.,Não É Sério - Acoustic,291200,False,0.734,0.819,1,-4.582,1,0.0481,0.0353,7.61e-06,0.0912,0.746,92.105,4,hard-rock,2
blink-182,Neighborhoods (Deluxe Explicit Version),After Midnight,206866,False,0.541,0.889,9,-3.997,1,0.049,0.00642,1.71e-05,0.02,0.902,167.995,4,punk-rock,1
Koo Koo Kanga Roo,Rad-Trospective,Push All the Buttons,160208,False,0.681,0.88,7,-7.781,1,0.275,0.00107,0.0,0.255,0.97,143.998,4,kids,1
Kenia OS,Por Siempre,Por Siempre,185242,False,0.711,0.529,2,-6.867,1,0.0396,0.524,0.0,0.124,0.322,139.834,4,reggaeton,1
Madeleine Peyroux,Half The Perfect World,Half The Perfect World,261453,False,0.611,0.222,5,-14.259,0,0.0287,0.954,0.184,0.119,0.355,109.163,4,jazz,1
Eternal Griefs,Blanche Monnier,My Endless Love (00:45 AM),299127,False,0.301,0.971,1,-6.489,1,0.118,1.12e-05,0.604,0.134,0.0358,130.093,4,iranian,1
Colyn,Oxygen Levels Low EP,Wait For You,465199,False,0.803,0.792,5,-6.623,0,0.0523,0.00808,0.82,0.0934,0.201,123.997,4,techno,1
Paolo Nutini,Alternative Rock Mixtape,Iron Sky,373133,False,0.395,0.625,1,-7.134,0,0.0341,0.242,0.00124,0.11,0.314,139.729,4,singer-songwriter,1
Nosferatu,Demonic Playgrounds,Beat the system,228373,True,0.719,0.992,6,0.55,0,0.366,0.28,0.0452,0.13,0.118,99.977,3,happy,1
KISS,"Smashes, Thrashes And Hits",Detroit Rock City,227466,False,0.454,0.847,0,-10.981,0,0.115,0.00953,0.000285,0.15,0.317,90.291,4,metal,1
Two Feet,Love Is a Bitch,Love Is a Bitch,181466,True,0.532,0.178,9,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879,3,indie,1
Masaharu Fukuyama,HUMAN,恋の魔力,278613,False,0.495,0.865,7,-3.21,1,0.0414,0.000791,6.68e-06,0.247,0.881,156.924,4,acoustic,1
Beyond The Guitar,"Guitar Covers, Vol. 2","He's A Pirate (From ""Pirates of the Caribbean"")",163813,False,0.57,0.454,2,-7.613,0,0.0987,0.881,0.889,0.0983,0.381,101.476,4,acoustic,1
Joel Corry;Mabel,Back to School!,I Wish,181728,False,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,4,dance,2
Eddy Tyler,Guitar Instrumental Covers,River Flows In You,384000,False,0.458,0.315,9,-14.259,1,0.0661,0.922,0.692,0.0954,0.261,134.27,4,guitar,1
Los Antiguos,Oro Para las Naves,No te lo puedo decir,147000,False,0.293,0.477,1,-6.174,0,0.0293,0.0016,0.758,0.634,0.238,68.156,3,heavy-metal,1
Paul Johnson,God of House 5,Doo Wap - Samy Handy God of House Gang Remix,351886,False,0.857,0.743,7,-4.063,1,0.148,0.000739,0.848,0.0959,0.388,131.01,4,chicago-house,1
Rustage;Shwabadi,Change the World (Obito Rap) [feat. Shwabadi],Change the World (Obito Rap) [feat. Shwabadi],194346,False,0.696,0.562,4,-8.789,0,0.114,0.591,0.0,0.332,0.368,110.176,4,anime,2
J Balvin,Perreo Tenebroso Vol. 5,Ahora,254906,False,0.81,0.784,3,-3.223,0,0.0622,0.0874,0.000166,0.083,0.817,88.001,4,latino,1
NG Rezonance,"Syncopy Radio Edits, Vol. 1",Riff Raff - Radio Edit,222985,False,0.496,0.918,7,-9.617,1,0.0394,0.000125,0.895,0.267,0.174,134.004,4,trance,1
Chase & Status;Tempa T,No More Idols (Platinum Edition),Hypest Hype,209440,False,0.597,0.953,2,-3.443,1,0.105,0.00138,1.33e-05,0.0813,0.515,140.14,4,drum-and-bass,2
Finding Hope,yellow lights,yellow lights,123310,False,0.459,0.161,10,-19.988,1,0.0335,0.89,0.0362,0.112,0.157,144.917,4,chill,1
Beatsteaks,23 Singles,Summer,206853,False,0.333,0.6,1,-6.094,1,0.0369,0.000343,3.36e-06,0.357,0.155,91.778,4,german,1
Bernard Adamus,Brun,Brun - La couleur de l'amour,291746,False,0.706,0.649,0,-4.611,1,0.0647,0.38,0.0,0.131,0.602,117.819,4,blues,1
Hysteric Panic,666 (TRIPLE SICK'S),Love it!,262560,False,0.363,0.917,5,-5.257,1,0.169,0.000452,0.000195,0.335,0.288,160.87,4,j-idol,1
Zhenya Shevchenko,Очи черные,Очи черные,240066,False,0.355,0.469,0,-14.337,0,0.0888,0.784,0.0,0.0602,0.449,88.626,1,romance,1
Weekend Nachos,Apology,Dust,111426,False,0.378,0.981,1,-3.826,0,0.102,1.65e-06,0.973,0.203,0.21,91.128,4,grindcore,1
Los Amigos Invisibles,Arepa 3000,El Baile Del Sobón,226146,False,0.735,0.92,10,-7.772,1,0.269,0.0104,3.2e-05,0.699,0.68,154.988,4,afrobeat,1
Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),La luna de espejos,221893,False,0.712,0.225,5,-10.017,1,0.0533,0.93,0.001,0.123,0.429,87.52,4,afrobeat,1
High Contrast;Boy Matthews,The Beat Don't Feel The Same (DNB Remix),The Beat Don't Feel The Same - DNB Remix,237225,False,0.535,0.884,3,-3.711,0,0.0488,0.000975,0.0797,0.129,0.303,172.995,4,drum-and-bass,2
The Minds Of 99,The Minds Of 99,Det Er Knud Som Er Død,185121,False,0.395,0.779,9,-5.117,0,0.0432,0.0338,3.97e-06,0.226,0.116,167.104,4,punk-rock,1
ノースリーブス,Answer,Answer,250133,False,0.452,0.926,7,-2.881,1,0.0445,0.0183,0.0,0.329,0.664,162.042,4,j-idol,1
Eartheater,Phoenix: Flames Are Dew Upon My Skin,How To Fight,211295,False,0.404,0.249,7,-15.881,1,0.0472,0.702,0.000911,0.171,0.284,120.223,4,club,1
Milton Nascimento,A Festa (Acústico),O Cio Da Terra - Acústico,245367,False,0.643,0.184,0,-10.913,1,0.0304,0.904,0.0,0.112,0.256,79.993,4,mpb,1
Nikka,Dig it International - 90'S Smash Hits Vol. 1,On My Own - Extended Version,389929,False,0.597,0.975,3,-8.102,0,0.0336,0.0251,0.358,0.188,0.875,152.985,4,idm,1
Planetshakers,Overflow (Live),Come Right Now - Live,228341,False,0.523,0.899,5,-8.22,0,0.121,0.000108,0.00143,0.713,0.439,128.075,4,world-music,1
Snakehips;ZAYN,Cruel (feat. ZAYN),Cruel (feat. ZAYN),228253,True,0.603,0.879,5,-4.098,1,0.124,0.0184,0.0,0.156,0.318,110.125,4,house,2
Max Weidner,Max From Bavaria,Max From Bavaria,185288,False,0.515,0.916,6,-3.852,0,0.244,0.0281,0.0,0.424,0.8,135.117,4,party,1
Beatriz Luengo;Carlos Rivera,Aquí Te Espero (feat. Carlos Rivera),Aquí Te Espero (feat. Carlos Rivera),198061,False,0.624,0.776,11,-4.516,1,0.118,0.0447,3.47e-06,0.332,0.68,178.008,4,spanish,2
Krmoni,She Doesn't Mind,She Doesn't Mind,142619,False,0.736,0.816,10,-5.157,1,0.0732,0.0319,0.0,0.202,0.466,126.02,4,brazil,1
Wolfgang Amadeus Mozart;Academy of Ancient Music;Christopher Hogwood,Mozart: A Night of Classics,"Symphony No. 48 in D, K.120: 2. Andante grazioso",94080,False,0.142,0.1,6,-22.422,1,0.0332,0.95,0.132,0.314,0.278,83.817,3,classical,3
Abhijeet;Alka Yagnik,Chalte Chalte,Tauba Tumhare Ishare,316360,False,0.452,0.608,4,-13.429,1,0.245,0.357,1.64e-05,0.118,0.676,92.996,4,pop-film,2
J Balvin;Bad Bunny,Halloween con perreito,LA CANCIÓN,242573,False,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,latin,2
Keeno,Life Cycle,Nocturne,337600,False,0.395,0.869,2,-6.323,1,0.0401,0.00954,0.873,0.0656,0.0367,175.035,4,drum-and-bass,1
WALK THE MOON,TALKING IS HARD,Shut Up and Dance,199080,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,alt-rock,1
Marc Anthony,Sergio George Presents Salsa Giants (Live),Tu Amor Me Hace Bien - Live Version,321200,False,0.611,0.907,7,-4.146,1,0.0505,0.524,2.53e-05,0.972,0.6,99.68,4,salsa,1
Allman Brothers Band,Fiesta temática 60s,Trouble No More,227751,False,0.556,0.567,9,-11.426,0,0.0333,0.0577,0.00144,0.0907,0.856,141.348,4,j-rock,1
Edson Lima e Gatinha Manhosa,20 Grandes Sucessos: A Voz de Quem Te Ama,Leilão,199133,False,0.554,0.781,7,-6.932,1,0.105,0.0484,0.0,0.127,0.481,169.346,4,forro,1
We The Kings;Olivia Holt,Sad Song (Rj Remix) [feat. Olivia Holt],Sad Song (Rj Remix) [feat. Olivia Holt],239789,False,0.577,0.843,1,-4.692,1,0.101,0.0707,0.0,0.109,0.771,99.91,4,piano,2
Charlie Brown Jr.,Acústico (Ao Vivo),Só Por Uma Noite - Ao Vivo,190400,False,0.568,0.94,4,-6.414,1,0.0402,0.0366,0.00314,0.735,0.738,114.873,4,brazil,1
Robin Schulz;Tom Walker,Pop Brandneu,Sun Will Shine,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,edm,2
Culture Code;Karra,Make Me Move,Make Me Move,197052,False,0.537,0.65,8,-4.665,0,0.0415,0.215,0.000122,0.1,0.358,95.056,4,dubstep,2
Tobey Rosen,Whole Again (Acoustic Version),Whole Again - Acoustic Version,157231,False,0.736,0.145,11,-9.215,1,0.0336,0.855,0.0,0.108,0.235,129.832,4,chill,1
Love to Sing,Christmas Songs and Carols,We Wish You a Merry Christmas,102933,False,0.668,0.461,7,-7.761,1,0.0301,0.917,0.0,0.648,0.9,138.089,3,children,1
Kartellen;Daniel Adams-Ray,Slutpläderingen,En fjärils vingslag,301746,False,0.513,0.501,5,-9.673,0,0.335,0.109,0.0,0.0944,0.428,157.498,4,swedish,2
Alexis Ffrench,Evolution,Bluebird,204629,False,0.448,0.111,10,-20.606,1,0.0353,0.991,0.898,0.0974,0.0755,74.76,3,ambient,1
Justin Quiles;Robin Schulz,Happy Pop Vibes,AEIOU,161880,False,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,reggaeton,2
O Rappa,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],Cruz de tecido - Ao vivo,263894,False,0.506,0.793,5,-7.115,1,0.154,0.498,3.16e-05,0.947,0.429,98.582,4,brazil,1
Jahshii;Sonovic,Media,Media,202699,True,0.665,0.522,5,-7.895,0,0.231,0.373,0.0,0.153,0.742,180.011,4,j-dance,2
MC STAN,Shana Bann,Shana Bann,228112,True,0.674,0.514,5,-10.956,1,0.227,0.0126,0.0,0.158,0.192,99.901,4,hip-hop,1
Alok;Zeeba;Bruno Martini,Hear Me Now (feat. Zeeba),Hear Me Now,194840,False,0.778,0.463,11,-7.603,1,0.0389,0.546,0.00289,0.0731,0.496,121.999,4,house,3
Fit For An Autopsy,Oh What the Future Holds,Far from Heaven,284173,True,0.342,0.968,0,-4.058,1,0.0927,0.000801,0.00566,0.312,0.239,91.578,4,death-metal,1
Siavash Amini;Hessam Ohadi;Nima Pourkarimi,Spotty Surfaces,Scratching the Surface,283026,False,0.318,0.792,11,-11.312,0,0.231,0.0154,0.951,0.102,0.151,119.723,4,iranian,3
Adalberto Santiago,Sex Symbol,En la Cárcel de Tu Piel,312032,False,0.763,0.556,7,-10.341,1,0.0663,0.884,0.0959,0.282,0.924,167.853,4,salsa,1
Havoc Mathan;Havoc Naven,Best of Havoc Brothers,Angry Bird,111893,False,0.545,0.859,10,-4.34,1,0.0694,0.5,0.0,0.0969,0.575,180.272,4,malay,2
Tipe-X,A Journey,Genit,191346,False,0.677,0.915,2,-2.823,1,0.0296,0.0666,0.439,0.32,0.888,141.55,4,ska,1
Dhanush;Anirudh Ravichander,Thiruchitrambalam (Original Motion Picture Soundtrack),Megham Karukatha,290400,False,0.429,0.614,4,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3,pop-film,2
Klamydia,Klamydia,Pohjanmaalla,207266,False,0.39,0.975,7,-2.602,1,0.0373,0.00231,0.0,0.326,0.636,99.103,4,punk,1
Jan Blomqvist;Maybemahri,Armada Electronic Elements - ADE 2022,Kaleidoscope Colours,255466,False,0.6,0.817,2,-8.693,1,0.0737,0.01,0.0114,0.116,0.0387,122.022,4,minimal-techno,2
DJ Taj;Jdub;Mvntana,Hit It From The Back,Hit It From The Back,135053,False,0.852,0.861,1,-7.666,0,0.287,0.00113,0.0379,0.0536,0.609,160.038,4,club,3
Tiga;Kölsch,Mind Dimension (Kölsch Remix),Mind Dimension - Kölsch Remix,352926,False,0.881,0.804,9,-8.333,1,0.171,0.0493,0.000841,0.131,0.0453,125.985,4,minimal-techno,2
Popcaan;Dunw3ll,Charge Up Riddim,Nah Run,164705,True,0.663,0.841,4,-1.8,0,0.156,0.366,0.0,0.222,0.619,102.306,4,j-dance,2
DJ Icey,Trackotron 2,X-Files,245635,False,0.8,0.872,8,-6.046,1,0.0958,0.022,0.838,0.123,0.277,128.005,4,breakbeat,1
Ol' Dirty Bastard,Return to the 36 Chambers: The Dirty Version,Shimmy Shimmy Ya,161400,True,0.814,0.481,0,-5.183,1,0.245,0.097,3.83e-05,0.0495,0.193,96.252,4,hardcore,1
Last Child,Our Biggest Thing Ever,Sadarkan Aku,273476,False,0.625,0.924,2,-4.766,1,0.033,0.00176,1.03e-06,0.0582,0.51,112.053,4,punk,1
Siesta Beats,Two Track,Two Track,128319,False,0.703,0.375,0,-13.361,1,0.0385,0.0502,0.694,0.102,0.676,87.988,4,study,1
Evil Activities;Sefa,Nobody Said It Was Easy (Sefa Remix),Nobody Said It Was Easy - Sefa Remix,269895,False,0.447,0.955,3,-5.15,1,0.0582,0.0472,0.00323,0.151,0.0762,95.008,4,happy,2
Arch Enemy,Deceivers,Sunset over the Empire,243080,False,0.39,0.942,0,-7.743,1,0.0806,7.71e-06,0.102,0.14,0.17,90.216,4,death-metal,1
ABBA,GOD JUL,Little Things,188320,False,0.647,0.165,10,-16.328,1,0.0315,0.894,0.00187,0.116,0.59,75.978,4,swedish,1
Fernandinho,Teus Sonhos (ao Vivo),Tudo é Possível - Ao Vivo,260853,False,0.279,0.732,5,-6.236,0,0.0346,0.0838,0.0,0.904,0.382,175.875,4,gospel,1
Eisregen,Rostrot,Madenreich,228586,True,0.594,0.735,3,-7.08,1,0.0548,0.0027,0.268,0.277,0.441,125.037,4,black-metal,1
HALIENE;Craig Connelly,Glass Heart (Craig Connelly Remix),Glass Heart - Craig Connelly Remix,227582,False,0.437,0.993,8,-4.864,1,0.0838,0.0187,0.107,0.285,0.304,138.012,4,dub,2
Adarsh Rao,Kaari,Kaari,157777,False,0.725,0.462,3,-11.786,1,0.0413,0.231,0.019,0.0775,0.704,107.986,4,indie,1
Los Teen Tops,Los Teen Tops De Su Epoca De Oro,Presumida (High Class Baby),126386,False,0.571,0.751,2,-9.544,1,0.0585,0.556,0.0,0.0646,0.966,91.002,4,rockabilly,1
Robin Schulz;Francesco Yates,Summer Music Festival Hits,Sugar,219043,False,0.635,0.813,5,-5.098,0,0.0578,0.0187,0.0,0.163,0.641,123.065,4,edm,2
ONE OK ROCK,JINSEI KAKETE BOKU WA,The Beginning,292733,False,0.36,0.983,0,-2.352,1,0.101,8.83e-05,0.0,0.111,0.279,182.058,4,j-rock,1
Drexciya,Journey of the Deep Sea Dweller IV,Black Sea,381829,False,0.721,0.865,9,-7.673,0,0.0591,0.371,0.929,0.0941,0.745,137.985,4,detroit-techno,1
Charly García,Random,Lluvia,226146,False,0.688,0.71,2,-7.124,1,0.0245,0.15,0.0,0.357,0.66,110.005,4,punk-rock,1
Pity Party (Girls Club),Healing Process,Yellow,134442,True,0.622,0.782,5,-9.142,1,0.0599,0.848,0.477,0.396,0.655,125.068,4,garage,1
Slayer,South Of Heaven,Mandatory Suicide,245133,False,0.367,0.997,8,-2.911,1,0.106,0.000499,0.694,0.0928,0.269,148.005,4,death-metal,1
Hayley Westenra,Hushabye,Stay Awake,124453,False,0.321,0.0554,10,-18.243,1,0.0382,0.934,0.000164,0.0883,0.116,110.835,3,new-age,1
Teenage Bottlerocket,Total,Crashing,83613,False,0.42,0.935,0,-5.686,1,0.169,0.0111,0.00316,0.285,0.481,187.821,4,power-pop,1
Dierks Bentley,Country USA,Freedom,216000,False,0.547,0.832,0,-5.111,1,0.029,0.00192,0.0,0.2,0.544,91.032,4,country,1
